,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
2556,7.021109063666676,195.47642448540304,20892.42049777369,6.965117218729782,331.39195181321605,424.049213779224,14.104138569886448,66.43424156762507,3.892148300119468,0
2557,6.993631847493392,195.6301932250185,21517.394509027752,7.111814760166292,331.94555390449784,424.1577258588453,14.436516802194316,66.98445111130209,3.980052580125389,0
2560,7.042553167234895,194.14010603264504,22077.839412087043,7.095899165898676,331.23239350477263,424.7642252913854,14.67287611598366,67.26071541369699,3.9562760673812303,0
2561,7.286843431045878,195.88914563600107,21921.02604782174,7.223392742607393,336.2098208229946,421.3006283229324,14.29067954928185,66.90738232304115,3.9555143742840775,0
2562,7.110983259287049,198.2733421333876,22325.657457634366,7.25799890817107,332.4218300187737,429.10172702026034,14.197210200129735,64.46020796566827,4.030277333513817,1
2563,7.026994436504188,197.89973865182372,21627.96068839281,7.245619735036642,331.21003231481035,422.44962772498303,14.309910828447308,65.95217359560102,4.050449094832067,1
2565,7.0098720014841165,195.39089872063687,22353.09838632435,7.123286954016453,336.9504750598932,424.43524139549777,14.33046679396658,66.91901745398373,3.956572231704994,1
2566,7.112333281008571,199.1001482164293,22551.054871928667,7.121677946282491,332.4455572672745,428.75833369493694,14.326618697434483,66.51424275720503,3.924739596122429,1
2567,7.082013038385838,196.2649941880218,22035.518792286628,7.177652475170972,331.88660586364097,430.264640408396,14.609586360567562,68.15621950360045,3.9918677980636135,1
2568,7.156347045631527,196.7038221977357,22761.1758194112,7.320185569793704,333.95014907965384,425.9327957653693,14.203821190781344,67.92565837643708,3.962107405869125,1
2569,6.986678016137735,195.57323621482612,22305.267647161185,7.0914955997401,334.95163292671964,431.8299828463751,14.564588671924769,66.6204734493961,3.990210490243236,0
2571,6.954864486180759,197.6325400140107,21271.306411793303,7.10579722861547,336.9771930933037,419.3062194175702,14.2880928381709,66.28280452491747,3.977753472232872,0
2572,7.065011177728641,195.35572444761007,22652.458155281834,7.096046943639524,329.43174602008054,431.87119516667656,14.712985600690056,67.37846513596959,4.042894131012038,1
2573,7.0768660812375,193.4656498212409,23079.63490788737,7.291522256381758,328.8934699114309,430.9071505500864,14.325746788280982,65.66615332286261,4.008061928813952,1
2576,7.079875459363801,194.09804168623032,22970.453925054757,7.201223747246987,334.1228658080694,422.71699023746527,14.402425045570924,66.18829018016751,4.009974506350045,1
2577,7.051042987628006,196.64900353008605,21553.56206023244,7.155678429701196,331.3013635454085,427.3768416478808,14.24339464791639,66.81763252783111,3.982783085870807,0
2578,7.280639541561471,196.93120388596824,22582.67729080015,7.252916504152916,331.3880689464296,422.4428904655894,14.08592629235627,65.81623099425002,4.047076382690502,1
2579,7.027132986983204,198.1326948457173,22646.0110401057,7.036989029369721,331.97287542502124,424.8428561524239,14.208770809498578,65.51233996763422,3.991463281804521,1
2580,7.052067682720694,195.54170982916335,21750.070480695733,7.050838728152736,331.8795973515038,425.0597173094682,14.163772129588324,67.50454506587391,3.962232042991914,0
2581,6.964904257907565,195.87391263145508,21611.539707146483,7.140340434722271,332.790297809125,426.37166783172376,14.34384424077735,65.68362328847446,4.043059113799634,0
2582,7.234178347514745,193.8365120299097,22377.143413944057,7.241227904250207,332.45988834555993,426.3681262907427,14.278623160926609,66.51508013642011,4.089408139030546,1
2583,7.124527602049754,198.383887544018,22765.95461940742,7.237559975437623,328.64464444978023,419.5562864279456,14.32359482014058,67.00434798262457,4.042355836199742,1
2584,7.118920115492093,192.7408500755941,21393.82224479352,6.983015823871631,332.4089171972037,421.3622955477308,14.301300051520505,65.98814805518818,3.961985151337411,0
2585,6.988495182511316,191.7825534232437,21517.9846399804,7.191997500595498,330.88133293309977,423.1689130022292,14.203521774034096,65.80640812866832,3.969484205102253,0
2586,7.011292147441574,197.6634885828269,22946.72711776253,7.163036067240799,332.8608333186484,424.7619884036045,14.418401009976591,67.10190762372126,4.01253689960221,1
2587,7.058313480740768,192.67566877642088,22874.38472840619,7.238502938504953,333.4047528632309,427.4357260699384,14.30333757906388,66.545904239649,4.045695058009501,1
2588,7.125839801240435,195.3795647528775,22035.592106683114,7.087676874815633,332.58529191735624,426.2046289450381,14.353102626806756,66.47180075181964,3.9973641273978497,1
2589,7.035416377493692,196.60348851082875,22028.05731434019,7.05901091075848,333.1206112532559,422.7174795321859,14.111371495888612,66.47991214973551,3.891449343432437,0
2591,7.186249289952075,196.11985033462693,22608.95506331395,7.194673061789443,330.1593517629831,420.3013077137622,14.29385844782493,66.5858456546753,4.046741734396218,1
2592,7.263849371526147,195.4881231008833,22457.27715902693,7.102621502509545,337.59219226011857,428.85482938655673,14.359783218829763,66.92678434829365,3.906618169040407,0
2593,7.014774063473452,196.52323924341252,22392.10115110592,7.247245977578963,334.3090185464592,431.1344358689884,14.44587124599677,65.83878635286766,3.968955941843419,1
2594,7.034697850674448,194.64540485655627,21734.46172381884,6.997674897038671,334.6743811460641,428.2322586563984,14.668505992774625,67.41106089418678,3.975694132355149,0
2595,7.15241861162821,195.21082836980256,21623.46974720516,7.070186930518881,333.85589553663146,427.1823251114064,14.189044073249246,66.73117141848807,3.999995845501618,0
2596,7.056482282500013,195.0519783781517,22088.210802263624,7.22236826210333,332.9831938013951,424.0056445142103,14.372135041721116,66.13719022252246,4.0715252981804015,1
2597,7.207515729905319,197.85852184540775,22766.546757048112,7.083565685991252,329.8037496045838,428.3170416579532,14.449117967553898,67.01203617234782,4.003531193691275,1
2598,7.168538613440169,196.76929051388507,21535.67948840233,6.963176175677765,334.70700296757053,427.74703259328953,14.601252112301122,66.2712692961596,4.011999586631642,0
2602,7.049585698248489,194.0844844890408,22667.81694312225,7.151029717352364,333.13241341104765,425.5154833090685,14.568831016512428,66.40621277119469,3.967984327630201,1
2603,6.955956469382584,195.9437925683364,21341.65650411457,7.119411732745641,331.7349165618185,427.09901916984734,14.432815485862378,67.56315076103492,3.958029693606282,0
2604,7.126872257826571,196.71870325927847,22418.46446368971,7.07842088280536,330.2062413558985,427.403602884862,14.369917860283076,65.78761274260603,4.004183114504833,1
2606,7.109529191832199,195.40625485173368,22724.62237670859,7.191574656074695,329.7725849650189,425.9396569977677,14.14146375445389,67.9144543408943,3.984289881014093,1
2607,7.179587653013302,195.59608705183163,22012.228834183337,7.067591437027401,330.4185492298102,423.442741333358,14.27004238789824,66.94393727720829,3.987104680262329,1
2608,7.116770423912029,196.3781407081165,21624.675304901302,7.07338379807036,332.39886548740765,427.6942463809693,14.263010329620789,66.01164887294351,3.9134156074921,0
2609,7.096827614689725,199.6813521110802,21409.7268093504,7.057363357805005,334.3029239109731,435.639570146635,14.200005297197324,65.45660940892198,3.971236363320921,0
2610,7.073415955943389,191.5149280672269,21262.03543490241,7.129167961584878,333.41029185643225,431.4614091487544,14.316877956625852,65.56120325586771,4.001125789138931,0
2611,7.026498872708296,195.11838682111093,22645.28072723068,7.11662943922898,331.1878419029625,426.00540075566914,14.319999852300162,66.60598028108745,3.9649139111258447,1
2612,7.192265617195819,196.74392819376408,22592.25382026929,7.218203656931663,333.18657783317025,433.78700912781386,14.249588954494454,66.62287356275395,3.911738656255919,1
2613,7.0516219984863415,196.25357139338385,20750.84347229735,6.929260730506131,334.8779012318282,427.7227427028856,14.439259335909888,65.95171103037752,3.902307910258416,0
2614,7.136082520375889,196.41474988423437,21794.70387453612,7.148978886357654,331.492142407551,421.7110632116308,14.304894627442744,67.72985556431554,3.944283571084868,1
2615,7.085141443352007,197.9299586047923,21429.34551944364,7.1263960742432975,332.0498818240161,418.4803377044652,14.319094418248469,65.74272886685547,3.9515792106686582,1
2616,6.942342092518022,193.557705762361,22248.473839097744,7.113994115118483,334.1453323225265,435.4175769623637,14.506722211673106,66.36532824590847,3.9597593205666017,0
2617,7.051203177729608,196.882838461802,22433.089287998057,7.185416147312565,332.2424425313274,426.4741017591344,14.415502073855638,67.49779763304102,3.99818696593434,1
2618,7.018204200526911,196.8810556383445,21127.81618971264,7.005016049647045,336.2377705063579,432.31760381191737,14.323892540351268,66.17585848611242,3.938679543984805,0
2619,7.094232889890856,195.3659731620401,22156.42304564117,7.25713979601531,337.0708775429674,420.82049617043697,14.642299064430508,66.98537410018585,4.004383965424374,1
2621,7.115011406364862,194.46640313928995,21753.101251448024,7.025096669699861,335.7607090606373,432.242572308976,14.429149665981171,65.51326458269735,3.984682409148556,0
2622,7.076808808081003,192.80644948771007,21175.99392670892,7.122307041331075,331.29488832146524,430.0561897355022,14.465294284888843,66.25791977735172,3.982031831168831,0
2623,7.112943194894599,195.5347564167632,22148.560945269477,7.058351455929454,330.9576265747156,427.6045625640687,14.169222095200729,65.49909984592836,3.944049333735995,0
2625,7.084568306163235,198.75964494492808,21624.69785126754,7.0672325797257205,331.6507062880074,428.3703729362944,14.506335377641678,66.27530850546216,3.945338423357017,0
2626,7.130675137712463,196.0829941396293,21723.435490733755,7.254114537860413,332.56446428923107,423.96888162815657,14.402993027234055,67.721032448304,3.928290717947789,1
2628,7.062618990120408,195.7298731365065,23153.35033965856,7.095728662054267,336.24095934139376,425.0826580564699,14.436567175396156,67.72084578448485,4.045396698881332,1
2629,7.003758274586787,197.41463089230373,23270.71258295488,7.186429231036703,333.30783768628334,424.81143228251216,13.775510595628036,66.99626140922636,3.95815678555849,1
2630,7.142474259245472,199.0647889878839,22713.229431784017,6.941716620778461,331.83001199470345,427.834888707233,14.503709305093004,66.39778352115839,3.967216830638316,1
2631,7.083825983945614,197.14144995613648,21881.285065034263,7.078516615514944,328.76147034638444,418.7809323552655,14.15523532485006,66.80754509889852,3.934906964037965,1
2632,7.162805984232003,195.58455379185705,20888.099704851888,7.204603182174117,334.51819790287783,425.4608510343055,14.466270368627494,66.86398907568663,3.964048134279265,0
2633,7.058481468747674,196.43692680471375,22136.05189263302,7.10341207900262,336.60525315833223,432.5563049574072,14.130881831981942,65.63847249293596,3.963224270860701,1
2635,7.155110798658934,194.83276313057044,21976.094870227287,7.02430336116285,336.87376432935537,433.1605466181783,14.257355278961336,65.02303255035429,3.9999665496391374,0
2636,7.129699415509588,195.07298121853293,22127.4066577207,7.284657182789805,333.36267247848696,421.170425766106,14.275391681078586,67.52259530650169,3.9902564305416193,1
2638,7.178283850113759,197.60443809095605,22481.50240648403,7.244050015298943,332.245614793245,432.974236141579,14.234447719700492,67.48989427476795,4.006930493085995,1
2639,7.256083890256773,197.60928622984548,21432.16386576589,7.101243598437829,335.4662957958879,419.8832639538333,14.264988582094391,66.60165791679509,3.9878657236548167,0
2640,7.10796653903436,195.9479336659121,21849.24106985265,7.146301904358149,334.2732808969093,424.758965252486,14.491059855203856,68.76306516568314,3.9378205950258094,0
2641,7.146306614420927,195.94469287225277,22028.008933187823,7.126072620359695,333.43820703155404,431.3962923943415,14.404111863476428,65.66037506295687,3.9264933551833785,0
2643,7.100827504467785,197.1762075528454,22532.560784367302,7.32452567835408,329.2938553027453,423.9384591437863,14.224031314336344,66.61547223661577,4.013161631450005,1
2644,7.138133101571367,196.9518698600336,21510.9761983763,7.045177467350739,335.9585467170839,423.97322706967736,14.39235461456956,67.493600920551,3.954299706533719,0
2645,7.168478408066584,194.45687074238015,21457.37533652843,7.16974107836482,330.71745102256,424.49620941508783,14.07638666243593,66.24602074443673,3.9538884296499286,0
2646,7.069283092384154,194.91186663059025,21050.144732008,7.026666794852824,330.6503673894928,440.4365681657358,14.368323379367336,67.80898940242923,3.908124937971005,0
2647,7.041579622334578,197.5320132151912,22565.608265168576,7.317403638487424,332.893461794731,422.61096510149054,14.208190167454909,66.68923016868457,3.94497262116872,1
2648,7.012983150822747,194.9474034451769,22096.42438942361,7.1545542658111945,332.5611968188408,427.463428445955,14.527719660749051,67.35024973426498,3.9179186929340464,1
2649,7.027570672338042,194.21424916159327,21304.84701409401,7.161361770565616,329.8130378455708,427.9694847970484,14.384512858155055,67.19893839839344,3.910271411541206,0
2650,7.017764189036819,199.1521110995029,22648.49592983904,7.06508221845587,333.7370122038386,428.3263627138022,14.35435716126631,66.7283649979653,3.928847573473492,1
2651,7.069409587697121,198.77735633469,22564.876961337886,7.228817288308605,336.14550836004696,423.3973675845849,14.381627727380549,67.19593927917833,3.962463766791088,1
2653,7.103863033955246,195.99407027120716,21779.322017528997,7.178741616308773,330.9210012271891,421.1690434363378,14.401777926065757,67.92310307724794,4.023899288316789,1
2654,7.186666197953604,196.85597936879904,22240.11413322762,7.057970297373624,335.64552751236505,422.00320692378193,14.478255972613272,66.93914196992787,3.9034931669554407,0
2658,7.197509583083839,195.30838535484065,22797.755444957183,7.207473331207864,334.5543581975197,426.77557834834937,14.467490108773678,68.1503096282007,4.022812825569946,1
2659,7.044231458855395,195.0271660992442,21822.7194959472,6.955859738957829,338.99596008848056,429.8966447809457,14.582466317352496,65.57408703254761,3.921772663652325,0
2660,6.993365661699057,194.3339782579457,21622.7719626706,7.068662200662666,331.45043611824656,425.946721877554,14.56665077078205,66.34039855878741,3.9113890422875457,0
2661,7.075044969957584,194.892588108655,21958.645231132832,7.135777119035733,328.70647774278666,424.0309654064437,14.45988104503665,65.14497985403048,3.976591526997853,1
2662,7.0940731771186645,195.16030770797525,21478.16696633753,6.99274118021013,334.3115955503558,424.3655814962016,14.281031008852375,67.5519762659143,3.9023339237927206,0
2663,7.095167865642861,198.4840491483011,20936.753911468597,7.038065037445688,329.3298859555913,432.0437578760735,14.467640121625625,66.60377136538345,4.038748147915529,0
2664,7.240355654528511,193.6800407074826,22779.85958749044,7.210561957906334,334.31805404894953,426.7010790658076,14.20669644763102,65.84541933033061,4.034980481996029,1
2665,7.22702138649928,200.28185641780797,22390.85367019211,7.296320159158566,330.9834733035038,431.521125238666,14.301842085799157,67.9793339118416,4.014501793991834,1
2666,7.167591902306132,197.5181055277454,22510.279208756907,6.958497138390185,335.1948840991076,419.008171585525,14.07961700988381,65.98106887668447,3.876056702196674,1
2667,7.034807000499796,195.687831375986,22776.33148048445,7.085549606417308,330.60610737907854,420.015573403902,14.361967666787926,67.91300776362738,3.9835904132031086,1
2668,7.062363806696883,195.30827743021663,22418.153510319426,7.082881094159211,329.946532785512,426.3687543173312,14.373577691803447,67.72674629321615,3.990122924162299,1
2669,7.090964294922348,199.155205572268,22337.468263250536,7.085269052441979,333.042810787855,425.6254694224663,14.27411387943603,66.67819888669071,3.950093915838341,0
2670,6.965048465993486,197.1928412917579,22068.35397838362,7.171612987869418,333.7656744054902,423.9335983049424,14.165606595984762,65.28876817322771,4.027637641132655,1
2671,7.219607788800739,196.14585697521255,21553.10516671348,7.1408095146123935,331.48991848738456,428.8035378046495,14.327309662904,65.57566930472065,3.919553054516304,0
2673,7.0821219142404255,194.5952536130598,21681.68488760885,7.168983015169829,333.6917052855636,425.8956616290471,14.2876167206127,66.68313881671216,3.894077630937889,0
2674,7.153259628004024,198.46238496644764,23189.49294712869,7.139503627861442,338.9567397487601,421.0639163162591,14.197578877175742,66.16046356168947,3.975026684147554,1
2676,7.0696768627051245,194.01358488570727,21590.59369818647,7.1608441152555455,332.6234261347639,427.1251038435693,14.36110004498042,65.83305088207548,4.005793706081716,0
2678,7.088818702708424,195.2569283450344,21654.42498053501,7.015296066674168,333.4892773950253,431.2640614927621,14.31394960073478,66.57363704245509,3.971186993275941,0
2679,7.18143559211703,194.57571575596808,21896.973271951098,7.09407386429747,332.46864970030583,426.5283455010669,14.183082920668326,66.95332658335688,3.9724116335402,1
2680,7.030092273096356,196.9558815375594,22937.179180843512,7.233545783504832,327.6452174271648,425.9912352137962,14.24367541438919,66.82885739925466,3.984904721452257,1
2681,7.074556668344437,195.9359692158387,21413.3478543128,7.220884367011067,332.352054225469,426.37422084394194,14.302022183790568,65.99590038488148,4.009394542798534,1
2682,7.022311152507771,193.8497319715492,22419.20934344192,7.045845121388388,334.9544960783852,430.84742700454655,14.13627596087788,66.46609986091798,3.97316976924198,0
2683,7.094930635158455,200.3254548490958,21663.515163430347,7.207552572875192,333.97069399205407,432.52536771262186,14.167241524109464,66.56503394178134,3.927633746060795,0
2684,7.098183467465742,196.0862962048405,23217.1885655104,7.035321916409028,330.9166242011364,422.45611878450393,14.300064163726937,66.69457898797633,3.9801527307752775,1
2685,7.003942389339058,198.44873648653248,22410.74157755876,7.127035000160537,333.23969958812575,420.24880588749113,14.448056167308255,66.72161570736651,4.01246376632867,1
2686,7.162216630171343,194.4274576053441,21922.27128164876,7.078075665751273,336.4989150579261,425.82990856515687,14.390682252847633,67.23623885480194,4.0128449022981085,0
2687,7.17373100406683,196.00826270789045,21662.914665579283,7.026536582968175,334.1639673022962,422.3536781650708,14.311302179951554,67.53358360148792,3.9256321973075416,1
2688,7.115941319334129,197.81374748158407,21234.54032321485,7.195721350367147,334.7220636862547,433.1588716579261,14.541519559115129,66.35134422060878,4.051515856606499,0
2690,6.856617228987311,195.84185014078813,22256.503016110026,7.111876381509294,334.2164901063987,431.1038719554117,14.410617539598087,67.17121612375095,3.9480315175993193,0
2691,7.032982304725046,193.7761339690084,21581.429336854835,7.015897812621535,333.5624991420672,427.84241260169074,14.316035854269307,65.38519183120948,3.955063190461729,0
2692,7.277559287748608,195.75124504743636,22190.798103522437,7.055120201068929,332.54274688133853,424.8090683477272,14.350887746931187,68.77579358644954,3.966504401458237,1
2693,7.10403303207597,194.0661108977876,21545.95930909632,7.174533731909437,329.7687668470261,418.5247532025777,14.444325101286326,67.8274804060576,3.9906477675137753,1
2694,7.118471247293064,196.63469801855624,21457.959298021007,6.925333041853211,334.30952079648193,422.1806640237153,14.488281643807658,66.44652686509326,3.985893075842845,0
2696,7.12016147524072,195.644880804331,21565.87931706012,7.1748230539970645,333.67618549495893,426.2842108495578,14.108478585522189,67.22945496306839,3.9502873741029063,0
2701,7.133217497679744,193.70229467512604,21133.16881450433,7.178047978268271,333.2182790230274,427.9816209567861,14.381469100210955,65.89082769855979,3.9705731377911455,0
2703,7.108158434165691,195.3550447345401,21838.06826960389,7.006573050707636,334.422663793962,426.9276295294569,14.603897660623543,66.11117348084437,3.936762602642721,0
2704,7.139964141157054,197.6772868571801,22156.15883327493,7.267765277763588,330.5911917987584,427.7548022112073,14.280647287751226,67.29478930275863,3.958790658687536,1
2705,7.143405422706769,196.45226200033065,21836.358244417253,7.0732506145647,333.9991676132773,424.7871601566277,14.581604885734118,64.99789721162117,3.9852156951991673,0
2706,7.2032711974630415,194.83805261630596,21931.580896228144,7.093454845632272,333.0620791887571,423.6301984410742,14.295214969825194,66.63882210369722,3.984231977152125,0
2708,7.234440481408947,196.05274405144587,22628.98948458051,7.02705543822552,333.2080478138426,425.2685417774124,14.297243656583834,67.01599795032229,3.9879519698443446,1
2709,7.172664786024737,197.1239288662876,22114.592565654973,7.029056878230684,335.09149788478527,422.4862936478072,14.76594307511138,65.76621503120641,3.9197630527205622,0
2710,7.025599774858229,194.85440576272225,22080.79147192821,7.0535943454722725,335.44380835544,423.1291038750096,14.751868549339688,66.54715418798602,4.03226349229846,0
2711,7.067170147292514,196.7023582027847,20890.760569590377,7.137880100134464,334.5250692900569,428.9105884211888,14.14800000333812,66.53479785077982,4.0435187806840505,1
2716,7.202398463822649,198.78403672282943,21419.346911481065,7.0896034217009,332.7343919958465,425.2671562588802,14.178446783687892,67.67430278061227,4.000250346797921,1
2717,6.988870490437215,194.5269704190655,21829.83165069385,7.225885879518054,332.21634007620315,421.9167666493703,14.375699282684373,66.0363888303889,4.0519402405610805,1
2719,7.145358548362639,195.94527867210607,21492.819885176603,7.203097821179007,332.6253703729477,429.0168984441648,14.528246142428529,66.53432459318901,3.9769925236356753,0
2721,7.052966658663355,193.56290342883975,22280.489326327854,7.26815562118175,330.1602786230343,430.1814143452145,14.537802621889176,67.50685724759806,4.031323141741289,1
2722,6.931088285574679,196.72559418054115,22278.089081665443,7.000546882981377,332.7123046575189,422.07192097278784,14.135071728543814,65.8689084838781,4.0028561268633895,1
2723,7.001203773371207,196.1085050394665,22929.60050443955,7.06259612856832,329.17737275561893,431.0940772517144,13.825448142400209,66.93191192457721,3.9663302169673234,1
2724,7.2026458784617855,197.2704744265781,22223.298457365723,7.2426734078436255,331.07104918385994,425.7253641673369,14.131913237803248,66.14643830651515,3.971742846054673,1
2726,7.156319170955233,193.96089991641676,21960.544375838937,7.19997544920839,333.5519395122816,428.6706501950554,14.579264675768798,66.60181958952202,4.030568514108452,1
2727,7.182303838395512,192.01039166064456,21654.0628686971,7.226680485474805,333.4480517627828,430.6070612931176,14.33218702735036,65.34751807655819,3.91773711716769,0
2729,7.0972890867337055,196.79925866025883,21486.064414739103,7.192766782234543,332.32966512051684,432.3026005140613,14.586824670655313,65.59157684124509,3.960460902991664,0
2730,6.998608728035247,195.18810875184693,21429.571214709063,7.044473510272836,332.89210613272417,426.3878842063125,14.30821203834075,66.22206883258113,3.9396423435602017,0
2731,7.058144327228601,195.45184198815627,22847.68355134344,7.152373414749161,333.4581156120696,426.9827873412289,14.365386101967715,66.4886273145732,3.979828537847651,1
2734,7.022442659906444,196.53045542036705,21543.418171842382,7.106887512494618,334.6594052736584,427.7860310718327,14.410091557266432,65.7055827378181,3.9985464113591407,0
2735,7.1143954925891055,195.50481517089443,22120.25009620928,7.105630159599516,330.9693566189771,429.21070932028016,14.258643668365574,67.2836580610519,3.9946252775887143,1
2737,6.977393312243672,192.8084335333155,21526.10462680065,7.155837181600779,337.4339815064313,426.8524601899178,14.512668537050285,65.56404485748807,3.9678542674106345,0
2738,7.129737943297894,195.88053482196923,21025.574600805056,6.9924135255958815,332.2910744927673,427.8216764251191,14.237852420554496,65.76471819880729,4.038061812317833,0
2739,7.108125024205403,198.32869598496444,22061.418739393517,7.147711791832187,334.34204338031526,428.7709911391404,14.346771139237612,66.90791044722192,3.988793154421319,1
2740,7.176856568563968,194.64178656624512,22226.159896782698,7.189527834108987,333.479332595186,423.0222861634884,14.396807899474258,66.64690513889401,4.041670949490711,1
2741,7.14007957934462,194.5857601205295,21489.31898280309,7.1149684623912846,332.2204733133735,426.21834089750223,14.506323987566766,65.90841738216739,3.937483686558105,0
2742,7.079811721905657,197.62390975748184,22974.39685324767,7.228894491955213,333.7690853385049,422.8072822598786,14.17006984383236,67.57082891791907,4.043642966720026,1
2744,7.06757833729785,194.28343746450128,22404.149228181508,7.18646757861768,333.3583308817852,428.5218605330946,14.3318995535366,66.75454844874186,4.012370629590708,1
2746,7.108544144005513,195.03537150438112,21641.769602089786,7.04836419434645,332.0867684874762,427.8527033540544,14.557345627186368,65.08139638172598,4.03524255312242,0
2748,7.080757768965439,196.90327544458927,22406.13841060225,7.202861485802121,330.6806308639905,424.273875059912,14.255041336720543,66.5733743787425,3.9860805132655135,1
2750,7.02874799641868,196.2460615641999,21381.96554018726,7.157928770921039,334.81867918374616,424.5860445600722,14.514111579220062,65.82014986619734,3.974580420490391,0
2751,7.104143756696683,198.3302770245314,22115.066809497726,7.197099196671628,330.2279374334851,422.4881982109691,14.446273367585029,66.23870445835175,4.021160643546858,1
2752,7.072703964561516,194.7888398201948,22222.505273990057,7.172236868154918,327.05865500076567,426.46825195584506,14.389538138439947,66.41320502801476,4.038425044148889,1
2753,7.121297810815944,196.09278264918723,22627.434724451883,7.224024847278148,332.4028849008116,426.8873876423843,14.280366553006337,67.51134584503346,3.978539908458848,1
2754,7.185616342968115,194.7361581953405,22354.770907354057,7.115287473017851,334.8772687237646,421.90045136798005,14.406963625196646,66.61375817591079,3.931418562384452,1
2755,7.115804191732031,198.71591828721975,22453.28770645799,7.032076653344364,330.4668151825417,427.3426993709875,14.271682323304123,66.63717180512769,3.9902167392758976,1
2756,7.019807862489268,196.36530492648552,21977.103586379788,7.111351265125994,330.0207432104403,419.80868742615456,14.097106332126076,67.29618031862876,4.008097890477655,1
2758,7.089896147338641,196.923669910036,20615.326551027465,6.938322103395757,332.66899524063734,425.9126522449117,14.4911499529772,67.18283931790437,3.935341187348321,0
2759,7.072347295068732,197.42660243749816,21694.712276625643,7.138447350917417,331.52891074879795,431.2821064406884,14.35521583219746,66.49522539096698,3.932108320389888,0
2760,6.994228640080781,194.5343479916864,21351.821619694914,7.141476339790694,332.7736277087468,436.393746257251,14.500263731069252,65.60207502809199,3.979588751665179,0
2761,6.989324568508992,194.6268418528683,22342.329770320168,7.152792746521745,330.8906478795316,427.48034077964974,14.027742236176213,66.21816993804714,3.947626450155328,1
2762,7.00981157258631,193.91930311472143,21055.84553331504,7.302829678446613,335.13772316839004,425.9726076518688,14.47281623674573,66.25030237896709,4.001218583329198,0
2763,7.146047305000565,196.41680257652305,22118.844134369767,7.119602102936123,336.1995429094157,427.85842180358594,14.40160374822591,65.85671870001224,3.8990664433864217,1
2764,7.000758532650404,196.1326001200507,22690.535715119622,7.167645768233404,329.5986257437649,423.6357037820332,14.257916590862552,66.5492417124062,4.007567230977679,1
2765,7.030101853441841,199.04666844554305,22170.998694894613,7.049262338621668,332.7681818612148,433.3327150695243,14.487715066332369,67.30062856289989,3.928846898186181,0
2766,6.986950193863898,196.9095939467889,21598.577018280204,7.083097026832114,333.8941196050802,424.5255252210207,14.199219477108372,66.02012337039679,4.022102239933137,0
2767,7.0734378667008695,196.28481031179632,23295.096606767125,7.141997846993414,330.0050079116237,426.7208779324876,14.306350712567088,66.12117904977157,3.986388380760057,1
2768,6.862153696499199,193.42648696194595,21187.87968938797,6.981706572469493,331.548510302486,429.0251162656873,14.501807696345994,65.55705441512112,3.943070724837439,0
2770,7.079968563748231,196.54687290838496,22930.58760451819,7.052368150433583,333.98157620657327,432.385141176329,14.205751818395262,66.54549937536311,4.035838431278925,1
2771,7.005007687690306,196.84172505238976,21723.526705190998,7.177013426569876,330.3661292119323,425.2301756650242,14.199240493523556,67.46873740871636,4.018372759792176,1
2773,7.108601330653037,197.5943986156608,21772.253947242567,7.059030421150885,331.6176375798533,421.6435953918612,14.45398264378779,67.22876942202011,3.914665637284213,0
2774,7.07757461684135,192.7766687492439,21621.60701463277,7.171531314205632,333.37652306479737,423.62169532382194,14.276050839033903,68.33272928607245,3.9799377089792656,1
2775,7.09135037061925,198.5112485108153,21854.394362179137,7.207188156216157,333.9196508693997,424.1324118185287,14.196895089418124,66.21472524627985,3.984280376713095,1
2776,7.0877456271318895,195.62592327573725,22760.04068300402,7.063322430305363,332.4237062287246,427.891964227127,14.27739425595623,67.18343771634805,3.968885162821599,1
2777,7.049785319466917,194.27032734534257,22467.89168310699,7.163149461242494,327.7424805620697,426.2896276608059,14.067668228006236,67.11569843706086,4.014527908477132,1
2779,7.071753235917881,195.17920006401556,22595.674160434184,6.996624516144882,329.82310896466817,423.8291459734145,14.493889259629489,68.11409703064886,3.9962977827289103,1
2780,7.078761188050541,197.3008630516832,21554.739317086107,7.122611086530058,334.4168621348837,425.9982545191149,14.334735019420355,66.59744852062603,3.956674121751587,0
2781,7.119669912547204,197.76972977601756,20963.367762493348,7.093557479853225,333.5895106601099,429.9521273297178,14.55968938613225,66.32574048647913,3.934167485339154,0
2782,7.168165919446754,194.08909613777163,21677.11509874417,7.025413760635838,330.2554838678088,427.0570658348871,14.081263832412091,66.22974951983713,3.932201943628451,0
2783,6.913954975095107,197.7136757054708,21924.52492093713,7.0254021276348135,336.93148694983546,427.3102697702126,14.20491649141031,66.18558046243479,3.98354024706518,0
2784,7.122514215675055,199.11976111782832,22040.601398087638,7.166786717471951,337.0641779657358,433.623738806318,14.23471288046606,65.4607320282397,3.921447838751816,0
2785,7.118673030920037,196.34054321650308,21590.41643220741,7.080511730621623,332.02133003539967,428.7849717353702,14.431812176509611,65.2778345214737,3.989315079446194,0
2787,6.946346684848186,191.9869666201275,21561.44274618677,7.236762583968798,331.700878818828,432.33996836327896,14.237180772178254,67.43632964906782,3.918516341545249,0
